response_episode_id,start_msc,end_confirmed_msc,market_clusters,representative_events,window_end_msc,partition
2244,1742557711000,1742557711000,1,1,1742557831000,INTERNAL_CONFIRMATION
2245,1742558286500,1742558344000,2,2,1742558464000,INTERNAL_CONFIRMATION
2246,1742558565500,1742558565500,1,1,1742558685500,INTERNAL_CONFIRMATION
2247,1742559254500,1742559254500,1,1,1742559374500,INTERNAL_CONFIRMATION
2248,1742560536750,1742560536750,1,1,1742560656750,INTERNAL_CONFIRMATION
2249,1742561403250,1742561403250,1,1,1742561523250,INTERNAL_CONFIRMATION
2250,1742561729500,1742561729500,1,1,1742561849500,INTERNAL_CONFIRMATION
2251,1742562012500,1742562012500,1,1,1742562132500,INTERNAL_CONFIRMATION
2252,1742562358250,1742562358250,1,1,1742562478250,INTERNAL_CONFIRMATION
2253,1742562487000,1742562487000,1,1,1742562607000,INTERNAL_CONFIRMATION
2254,1742564620500,1742564620500,1,1,1742564740500,INTERNAL_CONFIRMATION
2255,1742564894750,1742564894750,1,1,1742565014750,INTERNAL_CONFIRMATION
2256,1742565309250,1742565309250,1,1,1742565429250,INTERNAL_CONFIRMATION
2257,1742565716250,1742565716250,1,1,1742565836250,INTERNAL_CONFIRMATION
2258,1742566042750,1742566054250,2,2,1742566174250,INTERNAL_CONFIRMATION
2259,1742566488500,1742566501250,2,2,1742566621250,INTERNAL_CONFIRMATION
2260,1742566740250,1742566845000,2,2,1742566965000,INTERNAL_CONFIRMATION
2261,1742567216000,1742567216000,1,1,1742567336000,INTERNAL_CONFIRMATION
2262,1742567579500,1742567753750,4,4,1742567873750,INTERNAL_CONFIRMATION
2263,1742568700250,1742568700250,1,1,1742568820250,INTERNAL_CONFIRMATION
2264,1742569393500,1742569393500,1,1,1742569513500,INTERNAL_CONFIRMATION
2265,1742569897250,1742569897250,1,1,1742570017250,INTERNAL_CONFIRMATION
2266,1742571002000,1742571072500,4,4,1742571192500,INTERNAL_CONFIRMATION
2267,1742571201750,1742571201750,1,1,1742571321750,INTERNAL_CONFIRMATION
2268,1742571640750,1742571656500,3,3,1742571776500,INTERNAL_CONFIRMATION
2269,1742571909750,1742571909750,1,1,1742572029750,INTERNAL_CONFIRMATION
2270,1742572070000,1742572185500,3,3,1742572305500,INTERNAL_CONFIRMATION
2271,1742572535000,1742572654000,2,2,1742572774000,INTERNAL_CONFIRMATION
2272,1742572915500,1742573021250,4,4,1742573141250,INTERNAL_CONFIRMATION
2273,1742573495000,1742573555250,2,2,1742573675250,INTERNAL_CONFIRMATION
2274,1742573841750,1742573841750,1,1,1742573961750,INTERNAL_CONFIRMATION
2275,1742574017000,1742574194500,5,5,1742574314500,INTERNAL_CONFIRMATION
2276,1742574602500,1742574631000,3,3,1742574751000,INTERNAL_CONFIRMATION
2277,1742574834250,1742574950500,3,3,1742575070500,INTERNAL_CONFIRMATION
2278,1742575199750,1742575218500,2,2,1742575338500,INTERNAL_CONFIRMATION
2279,1742575365250,1742575437000,4,4,1742575557000,INTERNAL_CONFIRMATION
2280,1742575590000,1742575590000,1,1,1742575710000,INTERNAL_CONFIRMATION
2281,1742575827250,1742575827250,1,1,1742575947250,INTERNAL_CONFIRMATION
2282,1742576412750,1742576495000,2,2,1742576615000,INTERNAL_CONFIRMATION
2283,1742577057500,1742577127000,2,2,1742577247000,INTERNAL_CONFIRMATION
2284,1742577475750,1742577475750,1,1,1742577595750,INTERNAL_CONFIRMATION
2285,1742577849500,1742577849500,1,1,1742577969500,INTERNAL_CONFIRMATION
2286,1742578253750,1742578352250,3,3,1742578472250,INTERNAL_CONFIRMATION
2287,1742578825250,1742578825250,1,1,1742578945250,INTERNAL_CONFIRMATION
2288,1742578952000,1742578952000,1,1,1742579072000,INTERNAL_CONFIRMATION
2289,1742579425500,1742579425500,1,1,1742579545500,INTERNAL_CONFIRMATION
2290,1742579623250,1742579623250,1,1,1742579743250,INTERNAL_CONFIRMATION
2291,1742579760000,1742579760000,1,1,1742579880000,INTERNAL_CONFIRMATION
2292,1742580032250,1742580060750,3,3,1742580180750,INTERNAL_CONFIRMATION
2293,1742580288250,1742580288250,1,1,1742580408250,INTERNAL_CONFIRMATION
2294,1742580523000,1742580523000,1,1,1742580643000,INTERNAL_CONFIRMATION
2295,1742580867750,1742580867750,1,1,1742580987750,INTERNAL_CONFIRMATION
2296,1742582820750,1742582820750,1,1,1742582940750,INTERNAL_CONFIRMATION
2297,1742583148250,1742583392000,12,12,1742583512000,INTERNAL_CONFIRMATION
2298,1742583536250,1742583536250,1,1,1742583656250,INTERNAL_CONFIRMATION
2299,1742583700000,1742584116500,19,19,1742584236500,INTERNAL_CONFIRMATION
2300,1742584272500,1742584400250,3,3,1742584520250,INTERNAL_CONFIRMATION
2301,1742584561250,1742584624500,3,3,1742584744500,INTERNAL_CONFIRMATION
2302,1742584759000,1742584762250,2,2,1742584882250,INTERNAL_CONFIRMATION
2303,1742584987750,1742584987750,1,1,1742585107750,INTERNAL_CONFIRMATION
2304,1742585403750,1742585403750,1,1,1742585523750,INTERNAL_CONFIRMATION
2305,1742586475750,1742586584000,4,4,1742586704000,INTERNAL_CONFIRMATION
2306,1742586708500,1742586708500,1,1,1742586828500,INTERNAL_CONFIRMATION
2307,1742587339750,1742587339750,1,1,1742587459750,INTERNAL_CONFIRMATION
2308,1742589460250,1742589460250,1,1,1742589580250,INTERNAL_CONFIRMATION
2309,1742589819500,1742589819500,1,1,1742589939500,INTERNAL_CONFIRMATION
2310,1742589961250,1742589969000,2,2,1742590089000,INTERNAL_CONFIRMATION
2311,1742591051750,1742591055000,2,2,1742591175000,INTERNAL_CONFIRMATION
2312,1742592018250,1742592018250,1,1,1742592138250,INTERNAL_CONFIRMATION
2313,1742592251250,1742592251250,1,1,1742592371250,INTERNAL_CONFIRMATION
2314,1742593253000,1742593253000,1,1,1742593373000,INTERNAL_CONFIRMATION
2315,1742596681500,1742596681500,1,1,1742596801500,INTERNAL_CONFIRMATION
2316,1742598001250,1742598067000,2,2,1742598187000,INTERNAL_CONFIRMATION
2317,1742599708750,1742599708750,1,1,1742599828750,INTERNAL_CONFIRMATION
2318,1742599891250,1742599891250,1,1,1742600011250,INTERNAL_CONFIRMATION
2319,1742600779750,1742600779750,1,1,1742600899750,INTERNAL_CONFIRMATION
2320,1742601419000,1742601419000,1,1,1742601539000,INTERNAL_CONFIRMATION
2321,1742778001500,1742778154250,9,9,1742778274250,INTERNAL_CONFIRMATION
2322,1742778301750,1742778301750,1,1,1742778421750,INTERNAL_CONFIRMATION
2323,1742778651750,1742778767750,2,2,1742778887750,INTERNAL_CONFIRMATION
2324,1742780259750,1742780259750,1,1,1742780379750,INTERNAL_CONFIRMATION
2325,1742780574250,1742780574250,1,1,1742780694250,INTERNAL_CONFIRMATION
2326,1742782022000,1742782022000,1,1,1742782142000,INTERNAL_CONFIRMATION
2327,1742782441000,1742782441000,1,1,1742782561000,INTERNAL_CONFIRMATION
2328,1742782780750,1742782780750,1,1,1742782900750,INTERNAL_CONFIRMATION
2329,1742784360500,1742784447750,2,2,1742784567750,INTERNAL_CONFIRMATION
2330,1742785236750,1742785288750,3,3,1742785408750,INTERNAL_CONFIRMATION
2331,1742786467000,1742786467000,1,1,1742786587000,INTERNAL_CONFIRMATION
2332,1742787132500,1742787132500,1,1,1742787252500,INTERNAL_CONFIRMATION
2333,1742787727500,1742787727500,1,1,1742787847500,INTERNAL_CONFIRMATION
2334,1742788513250,1742788513250,1,1,1742788633250,INTERNAL_CONFIRMATION
2335,1742788827250,1742788919500,4,4,1742789039500,INTERNAL_CONFIRMATION
2336,1742789737250,1742789767500,2,2,1742789887500,INTERNAL_CONFIRMATION
2337,1742790286500,1742790286500,1,1,1742790406500,INTERNAL_CONFIRMATION
2338,1742790523250,1742790601500,2,2,1742790721500,INTERNAL_CONFIRMATION
2339,1742791665500,1742791665500,1,1,1742791785500,INTERNAL_CONFIRMATION
2340,1742791863750,1742791863750,1,1,1742791983750,INTERNAL_CONFIRMATION
2341,1742792189500,1742792189500,1,1,1742792309500,INTERNAL_CONFIRMATION
2342,1742793154250,1742793186500,2,2,1742793306500,INTERNAL_CONFIRMATION
2343,1742793607750,1742793607750,1,1,1742793727750,INTERNAL_CONFIRMATION
2344,1742794220000,1742794348250,3,3,1742794468250,INTERNAL_CONFIRMATION
2345,1742794739000,1742794739000,1,1,1742794859000,INTERNAL_CONFIRMATION
2346,1742794981250,1742794981250,1,1,1742795101250,INTERNAL_CONFIRMATION
2347,1742795409750,1742795409750,1,1,1742795529750,INTERNAL_CONFIRMATION
2348,1742798261500,1742798282000,2,2,1742798402000,INTERNAL_CONFIRMATION
2349,1742798804250,1742798804250,1,1,1742798924250,INTERNAL_CONFIRMATION
2350,1742799344500,1742799352750,2,2,1742799472750,INTERNAL_CONFIRMATION
2351,1742799593000,1742799593000,1,1,1742799713000,INTERNAL_CONFIRMATION
2352,1742800202000,1742800202000,1,1,1742800322000,INTERNAL_CONFIRMATION
2353,1742800938500,1742800938500,1,1,1742801058500,INTERNAL_CONFIRMATION
2354,1742802499000,1742802499000,1,1,1742802619000,INTERNAL_CONFIRMATION
2355,1742803215750,1742803367000,3,3,1742803487000,INTERNAL_CONFIRMATION
2356,1742803621750,1742803621750,1,1,1742803741750,INTERNAL_CONFIRMATION
2357,1742804167500,1742804167500,1,1,1742804287500,INTERNAL_CONFIRMATION
2358,1742805655750,1742805655750,1,1,1742805775750,INTERNAL_CONFIRMATION
2359,1742806625750,1742806625750,1,1,1742806745750,INTERNAL_CONFIRMATION
2360,1742806981250,1742806981250,1,1,1742807101250,INTERNAL_CONFIRMATION
2361,1742807444250,1742807461250,2,2,1742807581250,INTERNAL_CONFIRMATION
2362,1742807849500,1742807849500,1,1,1742807969500,INTERNAL_CONFIRMATION
2363,1742808015500,1742808319500,8,8,1742808439500,INTERNAL_CONFIRMATION
2364,1742808527750,1742808551250,2,2,1742808671250,INTERNAL_CONFIRMATION
2365,1742808736000,1742808736000,1,1,1742808856000,INTERNAL_CONFIRMATION
2366,1742809406500,1742809406500,1,1,1742809526500,INTERNAL_CONFIRMATION
2367,1742809676250,1742809676250,1,1,1742809796250,INTERNAL_CONFIRMATION
2368,1742810240000,1742810274250,2,2,1742810394250,INTERNAL_CONFIRMATION
2369,1742810407750,1742810654000,6,6,1742810774000,INTERNAL_CONFIRMATION
2370,1742810974500,1742811161750,3,3,1742811281750,INTERNAL_CONFIRMATION
2371,1742811438250,1742811568250,3,3,1742811688250,INTERNAL_CONFIRMATION
2372,1742811841750,1742811841750,1,1,1742811961750,INTERNAL_CONFIRMATION
2373,1742812196250,1742812253750,2,2,1742812373750,INTERNAL_CONFIRMATION
2374,1742813095000,1742813095000,1,1,1742813215000,INTERNAL_CONFIRMATION
2375,1742813286750,1742813286750,1,1,1742813406750,INTERNAL_CONFIRMATION
2376,1742813425000,1742813425000,1,1,1742813545000,INTERNAL_CONFIRMATION
2377,1742814001250,1742814001250,1,1,1742814121250,INTERNAL_CONFIRMATION
2378,1742814187000,1742814187000,1,1,1742814307000,INTERNAL_CONFIRMATION
2379,1742814312750,1742814420500,3,3,1742814540500,INTERNAL_CONFIRMATION
2380,1742814838500,1742815029500,5,5,1742815149500,INTERNAL_CONFIRMATION
2381,1742815357000,1742815471250,3,3,1742815591250,INTERNAL_CONFIRMATION
2382,1742815800750,1742816161250,11,11,1742816281250,INTERNAL_CONFIRMATION
2383,1742816284250,1742816284500,2,2,1742816404500,INTERNAL_CONFIRMATION
2384,1742816983500,1742816983500,1,1,1742817103500,INTERNAL_CONFIRMATION
2385,1742817208000,1742817215500,2,2,1742817335500,INTERNAL_CONFIRMATION
2386,1742817343500,1742817363000,2,2,1742817483000,INTERNAL_CONFIRMATION
2387,1742817601000,1742817691000,2,2,1742817811000,INTERNAL_CONFIRMATION
2388,1742818506750,1742818546750,2,2,1742818666750,INTERNAL_CONFIRMATION
2389,1742818719250,1742818719250,1,1,1742818839250,INTERNAL_CONFIRMATION
2390,1742819057250,1742819057250,1,1,1742819177250,INTERNAL_CONFIRMATION
2391,1742819403000,1742819516000,2,2,1742819636000,INTERNAL_CONFIRMATION
2392,1742819916750,1742819916750,1,1,1742820036750,INTERNAL_CONFIRMATION
2393,1742820511000,1742820511000,1,1,1742820631000,INTERNAL_CONFIRMATION
2394,1742821201250,1742821201250,1,1,1742821321250,INTERNAL_CONFIRMATION
2395,1742821529500,1742821529500,1,1,1742821649500,INTERNAL_CONFIRMATION
2396,1742822381750,1742822381750,1,1,1742822501750,INTERNAL_CONFIRMATION
2397,1742823349500,1742823349500,1,1,1742823469500,INTERNAL_CONFIRMATION
2398,1742827876250,1742827876250,1,1,1742827996250,INTERNAL_CONFIRMATION
2399,1742828624250,1742828641750,2,2,1742828761750,INTERNAL_CONFIRMATION
2400,1742828773250,1742828773250,1,1,1742828893250,INTERNAL_CONFIRMATION
2401,1742829036000,1742829036000,1,1,1742829156000,INTERNAL_CONFIRMATION
2402,1742830328000,1742830364000,2,2,1742830484000,INTERNAL_CONFIRMATION
2403,1742830637000,1742830637000,1,1,1742830757000,INTERNAL_CONFIRMATION
2404,1742831409500,1742831413000,2,2,1742831533000,INTERNAL_CONFIRMATION
2405,1742832026750,1742832026750,1,1,1742832146750,INTERNAL_CONFIRMATION
2406,1742832519000,1742832519000,1,1,1742832639000,INTERNAL_CONFIRMATION
2407,1742832904750,1742832904750,1,1,1742833024750,INTERNAL_CONFIRMATION
2408,1742833052750,1742833124750,3,3,1742833244750,INTERNAL_CONFIRMATION
2409,1742833495250,1742833495250,1,1,1742833615250,INTERNAL_CONFIRMATION
2410,1742833862750,1742833863250,2,2,1742833983250,INTERNAL_CONFIRMATION
2411,1742834045500,1742834189000,3,3,1742834309000,INTERNAL_CONFIRMATION
2412,1742834700500,1742835203500,15,15,1742835323500,INTERNAL_CONFIRMATION
2413,1742835497500,1742835573500,4,4,1742835693500,INTERNAL_CONFIRMATION
2414,1742835735750,1742835735750,1,1,1742835855750,INTERNAL_CONFIRMATION
2415,1742835881250,1742836021250,4,4,1742836141250,INTERNAL_CONFIRMATION
2416,1742836344750,1742836351250,2,2,1742836471250,INTERNAL_CONFIRMATION
2417,1742836472500,1742836558250,2,2,1742836678250,INTERNAL_CONFIRMATION
2418,1742836851750,1742836851750,1,1,1742836971750,INTERNAL_CONFIRMATION
2419,1742837016750,1742837016750,1,1,1742837136750,INTERNAL_CONFIRMATION
2420,1742837157750,1742837220250,2,2,1742837340250,INTERNAL_CONFIRMATION
2421,1742837415500,1742837415500,1,1,1742837535500,INTERNAL_CONFIRMATION
2422,1742837633250,1742837685500,2,2,1742837805500,INTERNAL_CONFIRMATION
2423,1742837913500,1742838007750,2,2,1742838127750,INTERNAL_CONFIRMATION
2424,1742838160500,1742838213250,3,3,1742838333250,INTERNAL_CONFIRMATION
2425,1742838337500,1742838344000,2,2,1742838464000,INTERNAL_CONFIRMATION
2426,1742838510500,1742838539000,2,2,1742838659000,INTERNAL_CONFIRMATION
2427,1742838872250,1742839073000,3,3,1742839193000,INTERNAL_CONFIRMATION
2428,1742839256250,1742839370500,4,4,1742839490500,INTERNAL_CONFIRMATION
2429,1742839581250,1742839870000,5,5,1742839990000,INTERNAL_CONFIRMATION
2430,1742840002250,1742840150750,3,3,1742840270750,INTERNAL_CONFIRMATION
2431,1742840348750,1742840348750,1,1,1742840468750,INTERNAL_CONFIRMATION
2432,1742840672500,1742840672500,1,1,1742840792500,INTERNAL_CONFIRMATION
2433,1742841304500,1742841304500,1,1,1742841424500,INTERNAL_CONFIRMATION
2434,1742842374250,1742842572000,7,7,1742842692000,INTERNAL_CONFIRMATION
2435,1742842998000,1742842998000,1,1,1742843118000,INTERNAL_CONFIRMATION
2436,1742843998250,1742843998250,1,1,1742844118250,INTERNAL_CONFIRMATION
2437,1742844358250,1742844372250,3,3,1742844492250,INTERNAL_CONFIRMATION
2438,1742844603500,1742844643750,2,2,1742844763750,INTERNAL_CONFIRMATION
2439,1742845188750,1742845271250,4,4,1742845391250,INTERNAL_CONFIRMATION
2440,1742845701750,1742845701750,1,1,1742845821750,INTERNAL_CONFIRMATION
2441,1742845827000,1742845881750,2,2,1742846001750,INTERNAL_CONFIRMATION
2442,1742846256500,1742846256500,1,1,1742846376500,INTERNAL_CONFIRMATION
2443,1742846464000,1742846520250,2,2,1742846640250,INTERNAL_CONFIRMATION
2444,1742846684250,1742846684250,1,1,1742846804250,INTERNAL_CONFIRMATION
2445,1742846862000,1742846862000,1,1,1742846982000,INTERNAL_CONFIRMATION
2446,1742847664750,1742847664750,1,1,1742847784750,INTERNAL_CONFIRMATION
2447,1742848579250,1742848579250,1,1,1742848699250,INTERNAL_CONFIRMATION
2448,1742848805500,1742848841250,2,2,1742848961250,INTERNAL_CONFIRMATION
2449,1742849334250,1742849334250,1,1,1742849454250,INTERNAL_CONFIRMATION
2450,1742849951500,1742849951500,1,1,1742850071500,INTERNAL_CONFIRMATION
2451,1742850161250,1742850171250,2,2,1742850291250,INTERNAL_CONFIRMATION
2452,1742851232750,1742851232750,1,1,1742851352750,INTERNAL_CONFIRMATION
2453,1742852384000,1742852463500,10,10,1742852583500,INTERNAL_CONFIRMATION
2454,1742852627750,1742853000500,12,12,1742853120500,INTERNAL_CONFIRMATION
2455,1742853229500,1742853229500,1,1,1742853349500,INTERNAL_CONFIRMATION
2456,1742853371250,1742853421250,2,2,1742853541250,INTERNAL_CONFIRMATION
2457,1742854204750,1742854204750,1,1,1742854324750,INTERNAL_CONFIRMATION
2458,1742854382250,1742854382250,1,1,1742854502250,INTERNAL_CONFIRMATION
2459,1742854653000,1742854653000,1,1,1742854773000,INTERNAL_CONFIRMATION
2460,1742856999000,1742856999000,1,1,1742857119000,INTERNAL_CONFIRMATION
2461,1742859926000,1742859926000,1,1,1742860046000,INTERNAL_CONFIRMATION
2462,1742864406500,1742864425500,2,2,1742864545500,INTERNAL_CONFIRMATION
2463,1742865519500,1742865634500,2,2,1742865754500,INTERNAL_CONFIRMATION
2464,1742870858000,1742870873000,2,2,1742870993000,INTERNAL_CONFIRMATION
2465,1742871644500,1742871644500,1,1,1742871764500,INTERNAL_CONFIRMATION
2466,1742873161500,1742873161500,1,1,1742873281500,INTERNAL_CONFIRMATION
2467,1742873825000,1742873825000,1,1,1742873945000,INTERNAL_CONFIRMATION
2468,1742874608000,1742874611000,2,2,1742874731000,INTERNAL_CONFIRMATION
2469,1742874902000,1742874902000,1,1,1742875022000,INTERNAL_CONFIRMATION
2470,1742875228500,1742875228500,1,1,1742875348500,INTERNAL_CONFIRMATION
2471,1742875649000,1742875649000,1,1,1742875769000,INTERNAL_CONFIRMATION
2472,1742875861250,1742875861250,1,1,1742875981250,INTERNAL_CONFIRMATION
2473,1742876003750,1742876003750,1,1,1742876123750,INTERNAL_CONFIRMATION
2474,1742876131500,1742876131500,1,1,1742876251500,INTERNAL_CONFIRMATION
2475,1742876410250,1742876410250,1,1,1742876530250,INTERNAL_CONFIRMATION
2476,1742878362750,1742878362750,1,1,1742878482750,INTERNAL_CONFIRMATION
2477,1742878905750,1742878905750,1,1,1742879025750,INTERNAL_CONFIRMATION
2478,1742879149500,1742879149500,1,1,1742879269500,INTERNAL_CONFIRMATION
2479,1742879581500,1742879581500,1,1,1742879701500,INTERNAL_CONFIRMATION
2480,1742881243500,1742881243500,1,1,1742881363500,INTERNAL_CONFIRMATION
2481,1742881878500,1742881878500,1,1,1742881998500,INTERNAL_CONFIRMATION
2482,1742882276750,1742882283000,2,2,1742882403000,INTERNAL_CONFIRMATION
2483,1742883129500,1742883129500,1,1,1742883249500,INTERNAL_CONFIRMATION
2484,1742884763250,1742884763250,1,1,1742884883250,INTERNAL_CONFIRMATION
2485,1742884886250,1742884886250,1,1,1742885006250,INTERNAL_CONFIRMATION
2486,1742886132500,1742886151500,2,2,1742886271500,INTERNAL_CONFIRMATION
2487,1742886417000,1742886417000,1,1,1742886537000,INTERNAL_CONFIRMATION
2488,1742888545250,1742888545250,1,1,1742888665250,INTERNAL_CONFIRMATION
2489,1742889668250,1742889668250,1,1,1742889788250,INTERNAL_CONFIRMATION
2490,1742890000000,1742890000000,1,1,1742890120000,INTERNAL_CONFIRMATION
2491,1742890165000,1742890165000,1,1,1742890285000,INTERNAL_CONFIRMATION
2492,1742891342750,1742891342750,1,1,1742891462750,INTERNAL_CONFIRMATION
2493,1742893287250,1742893287250,1,1,1742893407250,INTERNAL_CONFIRMATION
2494,1742893809500,1742893913500,2,2,1742894033500,INTERNAL_CONFIRMATION
2495,1742894515000,1742894515000,1,1,1742894635000,INTERNAL_CONFIRMATION
2496,1742894674500,1742894710250,2,2,1742894830250,INTERNAL_CONFIRMATION
2497,1742895122500,1742895122500,1,1,1742895242500,INTERNAL_CONFIRMATION
2498,1742895633000,1742895633000,1,1,1742895753000,INTERNAL_CONFIRMATION
2499,1742896441750,1742896491000,2,2,1742896611000,INTERNAL_CONFIRMATION
2500,1742896726500,1742896753250,2,2,1742896873250,INTERNAL_CONFIRMATION
2501,1742896876500,1742896998000,3,3,1742897118000,INTERNAL_CONFIRMATION
2502,1742897260750,1742897260750,1,1,1742897380750,INTERNAL_CONFIRMATION
2503,1742897610000,1742897666500,2,2,1742897786500,INTERNAL_CONFIRMATION
2504,1742897997250,1742897997250,1,1,1742898117250,INTERNAL_CONFIRMATION
2505,1742898173000,1742898231250,2,2,1742898351250,INTERNAL_CONFIRMATION
2506,1742898421750,1742898421750,1,1,1742898541750,INTERNAL_CONFIRMATION
2507,1742898602250,1742898707750,4,4,1742898827750,INTERNAL_CONFIRMATION
2508,1742898875000,1742898971750,2,2,1742899091750,INTERNAL_CONFIRMATION
